"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"AGT_AGTR1A1","AGT_AGTR1A","AGT","Agt","Agtr1a",NA,NA,NA,NA,"celltalkdb_8993843",NA,"Agt_Agtr1a"
"AGT_AGTR1B1","AGT_AGTR1B","AGT","Agt","Agtr1b",NA,NA,NA,NA,"celltalkdb_8993843",NA,"Agt_Agtr1b"
"AGT_AGTR2","AGT_AGTR2","AGT","Agt","Agtr2",NA,NA,NA,NA,"celltalkdb_17630322",NA,"Agt_Agtr2"
"AGT_LRP2","AGT_LRP2","AGT","Agt","Lrp2",NA,NA,NA,NA,"celltalkdb_20966072",NA,"Agt_Lrp2"
"AGT_MAS11","AGT_MAS1","AGT","Agt","Mas1",NA,NA,NA,NA,"celltalkdb_12829792",NA,"Agt_Mas1"
"AHSG_INSR","AHSG_INSR","AHSG","Ahsg","Insr",NA,NA,NA,NA,"celltalkdb_23314177",NA,"Ahsg_Insr"
"ALKAL1_ALK","ALKAL1_ALK","ALKAL1","Alkal1","Alk",NA,NA,NA,NA,"celltalkdb_26630010",NA,"Alkal1_Alk"
"ALKAL2_ALK","ALKAL2_ALK","ALKAL2","Alkal2","Alk",NA,NA,NA,NA,"celltalkdb_26630010",NA,"Alkal2_Alk"
"ALOX5AP_ALOX5","ALOX5AP_ALOX5","ALOX5AP","Alox5ap","Alox5",NA,NA,NA,NA,"celltalkdb_29936999",NA,"Alox5ap_Alox5"
"AMELX_CD63","AMELX_CD63","AMELX","Amelx","Cd63",NA,NA,NA,NA,"celltalkdb_17708745",NA,"Amelx_Cd63"
"AMELX_LAMP1","AMELX_LAMP1","AMELX","Amelx","Lamp1",NA,NA,NA,NA,"celltalkdb_17708745,17187173",NA,"Amelx_Lamp1"
"AMH_ACVR1","AMH_ACVR1","AMH","Amh","Acvr1",NA,NA,NA,NA,"celltalkdb_22872577",NA,"Amh_Acvr1"
"AMH_AMHR2","AMH_AMHR2","AMH","Amh","Amhr2",NA,NA,NA,NA,"celltalkdb_22872577,27396341",NA,"Amh_Amhr2"
"AMH_BMPR1A","AMH_BMPR1A","AMH","Amh","Bmpr1a",NA,NA,NA,NA,"celltalkdb_14656471,12368913",NA,"Amh_Bmpr1a"
"Lrpap1_Sort1","Lrpap1_Sort1","Lrpap1","Lrpap1","Sort1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Amrp_Sort"
"Nppa_Npr1","Nppa_Npr1","Nppa","Nppa","Npr1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Anf_Anpra"
"Angpt1_Tek","Angpt1_Tek","Angpt1","Angpt1","Tek",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Angp1_Tie2"
"Angpt2_Tek","Angpt2_Tek","Angpt2","Angpt2","Tek",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Angp2_Tie2"
"Angpt4_Tek","Angpt4_Tek","Angpt4","Angpt4","Tek",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Angp4_Tie2"
"ANGPT1_ITGA5","ANGPT1_ITGA5","ANGPT1","Angpt1","Itga5",NA,NA,NA,NA,"celltalkdb_30185785",NA,"Angpt1_Itga5"
"ANGPT1_TEK1","ANGPT1_TEK","ANGPT1","Angpt1","Tek",NA,NA,NA,NA,"celltalkdb_28396439,8980223",NA,"Angpt1_Tek"
"ANGPT2_ITGA5","ANGPT2_ITGA5","ANGPT2","Angpt2","Itga5",NA,NA,NA,NA,"celltalkdb_25237190",NA,"Angpt2_Itga5"
"ANGPT2_ITGAV","ANGPT2_ITGAV","ANGPT2","Angpt2","Itgav",NA,NA,NA,NA,"celltalkdb_26890140",NA,"Angpt2_Itgav"
"ANGPT2_ITGB1","ANGPT2_ITGB1","ANGPT2","Angpt2","Itgb1",NA,NA,NA,NA,"celltalkdb_25237190,19458194",NA,"Angpt2_Itgb1"
"ANGPT2_ITGB2","ANGPT2_ITGB2","ANGPT2","Angpt2","Itgb2",NA,NA,NA,NA,"celltalkdb_21868579",NA,"Angpt2_Itgb2"
"ANGPT2_TEK1","ANGPT2_TEK","ANGPT2","Angpt2","Tek",NA,NA,NA,NA,"celltalkdb_9204896",NA,"Angpt2_Tek"
"ANGPT4_TEK","ANGPT4_TEK","ANGPT4","Angpt4","Tek",NA,NA,NA,NA,"celltalkdb_10051567",NA,"Angpt4_Tek"
"ANGPTL1_TEK","ANGPTL1_TEK","ANGPTL1","Angptl1","Tek",NA,NA,NA,NA,"celltalkdb_10051567",NA,"Angptl1_Tek"
"ANGPTL3_ITGA5","ANGPTL3_ITGA5","ANGPTL3","Angptl3","Itga5",NA,NA,NA,NA,"celltalkdb_11877390",NA,"Angptl3_Itga5"
"ANGPTL3_ITGAV","ANGPTL3_ITGAV","ANGPTL3","Angptl3","Itgav",NA,NA,NA,NA,"celltalkdb_11877390,11877390",NA,"Angptl3_Itgav"
"ANGPTL3_ITGB3","ANGPTL3_ITGB3","ANGPTL3","Angptl3","Itgb3",NA,NA,NA,NA,"celltalkdb_11877390",NA,"Angptl3_Itgb3"
"ANGPTL4_GPIHBP1","ANGPTL4_GPIHBP1","ANGPTL4","Angptl4","Gpihbp1",NA,NA,NA,NA,"celltalkdb_32029511",NA,"Angptl4_Gpihbp1"
"ANGPTL8_GPIHBP1","ANGPTL8_GPIHBP1","ANGPTL8","Angptl8","Gpihbp1",NA,NA,NA,NA,"celltalkdb_32029511",NA,"Angptl8_Gpihbp1"
"ANGT_AGTR1","ANGT_AGTR1","Agt","Agt","Agtr1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Angt_Agtr1"
"ANGT_AGTR2","ANGT_AGTR2","Agt","Agt","Agtr2",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Angt_Agtr2"
"ANG_EGFR","ANG_EGFR","ANG","Ang","Egfr",NA,NA,NA,NA,"celltalkdb_30449278",NA,"Ang_Egfr"
"ANXA1_DYSF","ANXA1_DYSF","ANXA1","Anxa1","Dysf",NA,NA,NA,NA,"celltalkdb_14506282",NA,"Anxa1_Dysf"
"ANXA1_FPR11","ANXA1_FPR1","ANXA1","Anxa1","Fpr1",NA,NA,NA,NA,"celltalkdb_29659553, cellphonedb_GPCRdb (https://gpcrdb.org/ligand/endogenousbrowser/)",NA,"Anxa1_Fpr1"
"ANXA1_FPR21","ANXA1_FPR2","ANXA1","Anxa1","Fpr2",NA,NA,NA,NA,"celltalkdb_29263330, cellphonedb_PMID:22610094;reactome",NA,"Anxa1_Fpr2"
"ANXA1_FPR3","ANXA1_FPR3","ANXA1","Anxa1","Fpr3",NA,NA,NA,NA,"cellphonedb_reactome",NA,"Anxa1_Fpr3"
"ANXA2_CD44","ANXA2_CD44","ANXA2","Anxa2","Cd44",NA,NA,NA,NA,"celltalkdb_16177123,10459018",NA,"Anxa2_Cd44"
"APELA_APLNR1","APELA_APLNR","APELA","Apela","Aplnr",NA,NA,NA,NA,"celltalkdb_29357134",NA,"Apela_Aplnr"
"Apln_Aplnr","Apln_Aplnr","Apln","Apln","Aplnr",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Apel_Apj"
"APLN_APLNR1","APLN_APLNR","APLN","Apln","Aplnr",NA,NA,NA,NA,"celltalkdb_30736911",NA,"Apln_Aplnr"
"APLP2_PIGR","APLP2_PIGR","APLP2","Aplp2","Pigr",NA,NA,NA,NA,"cellphonedb_Shilts screen - VALIDATED",NA,"Aplp2_Pigr"
"Aplp2_Plxna4","Aplp2_Plxna4","APLP2","Aplp2","Plxna4",NA,NA,NA,NA,"cellphonedb_Shilts screen - VALIDATED",NA,"Aplp2_Plxa4"
"APOA1_ABCA1","APOA1_ABCA1","APOA1","Apoa1","Abca1",NA,NA,NA,NA,"celltalkdb_27100352, cellphonedb_reactome",NA,"Apoa1_Abca1"
"APOA1_LRP2","APOA1_LRP2","APOA1","Apoa1","Lrp2",NA,NA,NA,NA,"celltalkdb_10766831",NA,"Apoa1_Lrp2"
"APOB_APOBR","APOB_APOBR","APOB","Apob","Apobr",NA,NA,NA,NA,"celltalkdb_12177162, cellphonedb_uniprot",NA,"Apob_Apobr"
"APOB_CD36","APOB_CD36","APOB","Apob","Cd36",NA,NA,NA,NA,"celltalkdb_12543251",NA,"Apob_Cd36"
"APOB_LDLR","APOB_LDLR","APOB","Apob","Ldlr",NA,NA,NA,NA,"celltalkdb_24447298",NA,"Apob_Ldlr"
"APOB_LRP1","APOB_LRP1","APOB","Apob","Lrp1",NA,NA,NA,NA,"celltalkdb_31077676",NA,"Apob_Lrp1"
"APOB_LRP2","APOB_LRP2","APOB","Apob","Lrp2",NA,NA,NA,NA,"celltalkdb_10330424,7642623",NA,"Apob_Lrp2"
"APOB_LRP6","APOB_LRP6","APOB","Apob","Lrp6",NA,NA,NA,NA,"celltalkdb_22461740",NA,"Apob_Lrp6"
"APOB_LSR","APOB_LSR","APOB","Apob","Lsr",NA,NA,NA,NA,"celltalkdb_18644789",NA,"Apob_Lsr"
"APOB_MTTP","APOB_MTTP","APOB","Apob","Mttp",NA,NA,NA,NA,"celltalkdb_29650752",NA,"Apob_Mttp"
"APOB_SCARB1","APOB_SCARB1","APOB","Apob","Scarb1",NA,NA,NA,NA,"celltalkdb_21157967",NA,"Apob_Scarb1"
"APOB_TLR4","APOB_TLR4","APOB","Apob","Tlr4",NA,NA,NA,NA,"celltalkdb_31858317",NA,"Apob_Tlr4"
"APOC1_VLDLR","APOC1_VLDLR","APOC1","Apoc1","Vldlr",NA,NA,NA,NA,"celltalkdb_11353333,10024503",NA,"Apoc1_Vldlr"
"APOC3_GPIHBP1","APOC3_GPIHBP1","APOC3","Apoc3","Gpihbp1",NA,NA,NA,NA,"celltalkdb_28694296",NA,"Apoc3_Gpihbp1"
"APOC3_LDLR","APOC3_LDLR","APOC3","Apoc3","Ldlr",NA,NA,NA,NA,"celltalkdb_27400128",NA,"Apoc3_Ldlr"
"APOC3_LRP1","APOC3_LRP1","APOC3","Apoc3","Lrp1",NA,NA,NA,NA,"celltalkdb_27400128",NA,"Apoc3_Lrp1"
"APOE_ABCA1","APOE_ABCA1","APOE","Apoe","Abca1",NA,NA,NA,NA,"celltalkdb_27922847",NA,"Apoe_Abca1"
"APOE_LDLR","APOE_LDLR","APOE","Apoe","Ldlr",NA,NA,NA,NA,"celltalkdb_20049331,27922847",NA,"Apoe_Ldlr"
"APOE_LRP1","APOE_LRP1","APOE","Apoe","Lrp1",NA,NA,NA,NA,"celltalkdb_22393530,30741718,22674573",NA,"Apoe_Lrp1"
"APOE_LRP2","APOE_LRP2","APOE","Apoe","Lrp2",NA,NA,NA,NA,"celltalkdb_11421580",NA,"Apoe_Lrp2"
"APOE_LRP5","APOE_LRP5","APOE","Apoe","Lrp5",NA,NA,NA,NA,"celltalkdb_12509421",NA,"Apoe_Lrp5"
"APOE_LRP6","APOE_LRP6","APOE","Apoe","Lrp6",NA,NA,NA,NA,"celltalkdb_22461740",NA,"Apoe_Lrp6"
"APOE_LRP8","APOE_LRP8","APOE","Apoe","Lrp8",NA,NA,NA,NA,"celltalkdb_25358504,30304853",NA,"Apoe_Lrp8"
"APOE_SCARB1","APOE_SCARB1","APOE","Apoe","Scarb1",NA,NA,NA,NA,"celltalkdb_30419936",NA,"Apoe_Scarb1"
"APOE_SDC1","APOE_SDC1","APOE","Apoe","Sdc1",NA,NA,NA,NA,"celltalkdb_23576506",NA,"Apoe_Sdc1"
"APOE_SDC4","APOE_SDC4","APOE","Apoe","Sdc4",NA,NA,NA,NA,"celltalkdb_24751902",NA,"Apoe_Sdc4"
"APOE_SORL1","APOE_SORL1","APOE","Apoe","Sorl1",NA,NA,NA,NA,"celltalkdb_16930450",NA,"Apoe_Sorl1"
"APOE_TREM2","APOE_TREM2","APOE","Apoe","Trem2",NA,NA,NA,NA,"celltalkdb_30587772",NA,"Apoe_Trem2"
"APOE_VLDLR","APOE_VLDLR","APOE","Apoe","Vldlr",NA,NA,NA,NA,"celltalkdb_12870663,11421580",NA,"Apoe_Vldlr"
"APOM_LRP2","APOM_LRP2","APOM","Apom","Lrp2",NA,NA,NA,NA,"celltalkdb_16099815",NA,"Apom_Lrp2"
"APP_ADRA2A","APP_ADRA2A","APP","App","Adra2a",NA,NA,NA,NA,"celltalkdb_28646018",NA,"App_Adra2a"
"APP_CASR","APP_CASR","APP","App","Casr",NA,NA,NA,NA,"celltalkdb_28455519,31719824",NA,"App_Casr"
"APP_CAV1","APP_CAV1","APP","App","Cav1",NA,NA,NA,NA,"celltalkdb_9553108",NA,"App_Cav1"
"APP_CD47","APP_CD47","APP","App","Cd47",NA,NA,NA,NA,"celltalkdb_21203512",NA,"App_Cd47"
"APP_CD741","APP_CD74","APP","App","Cd74",NA,NA,NA,NA,"celltalkdb_26227349",NA,"App_Cd74"
"APP_DCC","APP_DCC","APP","App","Dcc",NA,NA,NA,NA,"celltalkdb_22782894",NA,"App_Dcc"
"APP_DRD3","APP_DRD3","APP","App","Drd3",NA,NA,NA,NA,"celltalkdb_16524466",NA,"App_Drd3"
"APP_FPR2","APP_FPR2","APP","App","Fpr2",NA,NA,NA,NA,"celltalkdb_11316806",NA,"App_Fpr2"
"APP_GPR3","APP_GPR3","APP","App","Gpr3",NA,NA,NA,NA,"celltalkdb_24069330",NA,"App_Gpr3"
"APP_LRP1","APP_LRP1","APP","App","Lrp1",NA,NA,NA,NA,"celltalkdb_28496400,31004319,28275161",NA,"App_Lrp1"
"APP_LRP10","APP_LRP10","APP","App","Lrp10",NA,NA,NA,NA,"celltalkdb_22734645",NA,"App_Lrp10"
"APP_LRP2","APP_LRP2","APP","App","Lrp2",NA,NA,NA,NA,"celltalkdb_20637285",NA,"App_Lrp2"
"APP_LRP4","APP_LRP4","APP","App","Lrp4",NA,NA,NA,NA,"celltalkdb_23986861",NA,"App_Lrp4"
"APP_LRP6","APP_LRP6","APP","App","Lrp6",NA,NA,NA,NA,"celltalkdb_30232325",NA,"App_Lrp6"
"APP_LRP8","APP_LRP8","APP","App","Lrp8",NA,NA,NA,NA,"celltalkdb_16227578",NA,"App_Lrp8"
"APP_NCSTN","APP_NCSTN","APP","App","Ncstn",NA,NA,NA,NA,"celltalkdb_10993067",NA,"App_Ncstn"
"APP_NGFR","APP_NGFR","APP","App","Ngfr",NA,NA,NA,NA,"celltalkdb_25917367,19334058",NA,"App_Ngfr"
"APP_NOTCH1","APP_NOTCH1","APP","App","Notch1",NA,NA,NA,NA,"celltalkdb_16515557",NA,"App_Notch1"
"APP_NOTCH2","APP_NOTCH2","APP","App","Notch2",NA,NA,NA,NA,"celltalkdb_16515557",NA,"App_Notch2"
"APP_SORCS1","APP_SORCS1","APP","App","Sorcs1",NA,NA,NA,NA,"celltalkdb_26119586",NA,"App_Sorcs1"
"APP_SORL1","APP_SORL1","APP","App","Sorl1",NA,NA,NA,NA,"celltalkdb_24833601,16174740,16489755,28799085,16407538,23813966",NA,"App_Sorl1"
"APP_TNFRSF21","APP_TNFRSF21","APP","App","Tnfrsf21",NA,NA,NA,NA,"celltalkdb_25838500",NA,"App_Tnfrsf21"
"APP_TRPC6","APP_TRPC6","APP","App","Trpc6",NA,NA,NA,NA,"celltalkdb_26581893",NA,"App_Trpc6"
"APP_TSPAN12","APP_TSPAN12","APP","App","Tspan12",NA,NA,NA,NA,"celltalkdb_28066176",NA,"App_Tspan12"
"APP_TSPAN15","APP_TSPAN15","APP","App","Tspan15",NA,NA,NA,NA,"celltalkdb_28066176",NA,"App_Tspan15"
"APP_VLDLR","APP_VLDLR","APP","App","Vldlr",NA,NA,NA,NA,"celltalkdb_22429478",NA,"App_Vldlr"
"Prnp_Adgrg6","Prnp_Adgrg6","Prnp","Prnp","Adgrg6",NA,NA,NA,NA,"cellphonedb_uniprot;reactome;IUPHAR",NA,"Aprio_Agrg6"
"AREG_EGFR1","AREG_EGFR","AREG","Areg","Egfr",NA,NA,NA,NA,"celltalkdb_25086039,24463227,7929459,29349588, cellphonedb_uniprot",NA,"Areg_Egfr"
"AREG_ERBB2","AREG_ERBB2","AREG","Areg","Erbb2",NA,NA,NA,NA,"celltalkdb_8702723,25086039",NA,"Areg_Erbb2"
"AREG_ERBB3","AREG_ERBB3","AREG","Areg","Erbb3",NA,NA,NA,NA,"celltalkdb_8702723",NA,"Areg_Erbb3"
"AREG_ERBB4","AREG_ERBB4","AREG","Areg","Erbb4",NA,NA,NA,NA,"celltalkdb_8702723",NA,"Areg_Erbb4"
"AREG_IGF1R","AREG_IGF1R","AREG","Areg","Igf1r",NA,NA,NA,NA,"celltalkdb_15033751",NA,"Areg_Igf1r"
"ARF4_LRP2","ARF4_LRP2","ARF4","Arf4","Lrp2",NA,NA,NA,NA,"celltalkdb_28366874",NA,"Arf4_Lrp2"
"ARF6_PLD1","ARF6_PLD1","ARF6","Arf6","Pld1",NA,NA,NA,NA,"celltalkdb_30944160",NA,"Arf6_Pld1"
"ARTN_GFRA11","ARTN_GFRA1","ARTN","Artn","Gfra1",NA,NA,NA,NA,"celltalkdb_9883723",NA,"Artn_Gfra1"
"ARTN_GFRA2","ARTN_GFRA2","ARTN","Artn","Gfra2",NA,NA,NA,NA,"celltalkdb_10712625",NA,"Artn_Gfra2"
"ARTN_GFRA31","ARTN_GFRA3","ARTN","Artn","Gfra3",NA,NA,NA,NA,"celltalkdb_9883723",NA,"Artn_Gfra3"
"ARTN_RET","ARTN_RET","ARTN","Artn","Ret",NA,NA,NA,NA,"celltalkdb_9883723,12953054,21590285",NA,"Artn_Ret"
"ARTN_SDC3","ARTN_SDC3","ARTN","Artn","Sdc3",NA,NA,NA,NA,"celltalkdb_21200028",NA,"Artn_Sdc3"
"Asip_Mc1r","Asip_Mc1r","ASIP","Asip","Mc1r",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Asip_Mshr"
"AVP_AVPR1A1","AVP_AVPR1A","AVP","Avp","Avpr1a",NA,NA,NA,NA,"celltalkdb_32067962",NA,"Avp_Avpr1a"
"AVP_AVPR1B1","AVP_AVPR1B","AVP","Avp","Avpr1b",NA,NA,NA,NA,"celltalkdb_30677431,18655872",NA,"Avp_Avpr1b"
"AVP_AVPR21","AVP_AVPR2","AVP","Avp","Avpr2",NA,NA,NA,NA,"celltalkdb_23360744",NA,"Avp_Avpr2"
"AVP_OXTR","AVP_OXTR","AVP","Avp","Oxtr",NA,NA,NA,NA,"celltalkdb_20663860",NA,"Avp_Oxtr"
"A_ATRN","A_ATRN","A","a","Atrn",NA,NA,NA,NA,"celltalkdb_11137996",NA,"a_Atrn"
"A_MC1R","A_MC1R","A","a","Mc1r",NA,NA,NA,NA,"celltalkdb_12851328",NA,"a_Mc1r"
"Bag6_Ncr3","Bag6_Ncr3","BAG6","Bag6","Ncr3",NA,NA,NA,NA,"cellphonedb_activating_interaction_from_uniprot",NA,"Bag6_Nctr3"
"BDNF_BEX3","BDNF_BEX3","BDNF","Bdnf","Bex3",NA,NA,NA,NA,"celltalkdb_10764727",NA,"Bdnf_Bex3"
"BDNF_INSRR","BDNF_INSRR","BDNF","Bdnf","Insrr",NA,NA,NA,NA,"celltalkdb_10616905",NA,"Bdnf_Insrr"
"BDNF_NGFR","BDNF_NGFR","BDNF","Bdnf","Ngfr",NA,NA,NA,NA,"celltalkdb_27223597,15930396",NA,"Bdnf_Ngfr"
"BDNF_NTRK1","BDNF_NTRK1","BDNF","Bdnf","Ntrk1",NA,NA,NA,NA,"celltalkdb_22465479,1935713",NA,"Bdnf_Ntrk1"
"BDNF_NTRK21","BDNF_NTRK2","BDNF","Bdnf","Ntrk2",NA,NA,NA,NA,"celltalkdb_24714156, cellphonedb_uniprot",NA,"Bdnf_Ntrk2"
"BDNF_NTRK3","BDNF_NTRK3","BDNF","Bdnf","Ntrk3",NA,NA,NA,NA,"celltalkdb_22465479,18003743",NA,"Bdnf_Ntrk3"
"BDNF_SORCS2","BDNF_SORCS2","BDNF","Bdnf","Sorcs2",NA,NA,NA,NA,"celltalkdb_24908487",NA,"Bdnf_Sorcs2"
"Bdnf_Sort1","Bdnf_Sort1","BDNF","Bdnf","Sort1",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Bdnf_Sort"
"BDNF_SORT1","BDNF_SORT1","BDNF","Bdnf","Sort1",NA,NA,NA,NA,"celltalkdb_22465479",NA,"Bdnf_Sort1"
"Bdnf_Ngfr","Bdnf_Ngfr","BDNF","Bdnf","Ngfr",NA,NA,NA,NA,"cellphonedb_uniprot",NA,"Bdnf_Tnr16"
"BGN_CD44","BGN_CD44","BGN","Bgn","Cd44",NA,NA,NA,NA,"celltalkdb_30712922,30776184,30712922",NA,"Bgn_Cd44"
"BGN_P2RX4","BGN_P2RX4","BGN","Bgn","P2rx4",NA,NA,NA,NA,"celltalkdb_19605353",NA,"Bgn_P2rx4"
"BGN_P2RX7","BGN_P2RX7","BGN","Bgn","P2rx7",NA,NA,NA,NA,"celltalkdb_19605353",NA,"Bgn_P2rx7"
"BGN_TLR2","BGN_TLR2","BGN","Bgn","Tlr2",NA,NA,NA,NA,"celltalkdb_26689330",NA,"Bgn_Tlr2"
"BGN_TLR4","BGN_TLR4","BGN","Bgn","Tlr4",NA,NA,NA,NA,"celltalkdb_26689330",NA,"Bgn_Tlr4"
"BMP10_ACVR1","BMP10_ACVR1","BMP10","Bmp10","Acvr1",NA,NA,NA,NA,"celltalkdb_16603567",NA,"Bmp10_Acvr1"
"BMP10_ACVRL1","BMP10_ACVRL1","BMP10","Bmp10","Acvrl1",NA,NA,NA,NA,"celltalkdb_17068149",NA,"Bmp10_Acvrl1"
"BMP10_ALK","BMP10_ALK","BMP10","Bmp10","Alk",NA,NA,NA,NA,"celltalkdb_24053899",NA,"Bmp10_Alk"
"BMP10_BMPR1A","BMP10_BMPR1A","BMP10","Bmp10","Bmpr1a",NA,NA,NA,NA,"celltalkdb_15621726",NA,"Bmp10_Bmpr1a"
"BMP10_BMPR1B","BMP10_BMPR1B","BMP10","Bmp10","Bmpr1b",NA,NA,NA,NA,"celltalkdb_15621726",NA,"Bmp10_Bmpr1b"
"BMP10_BMPR2","BMP10_BMPR2","BMP10","Bmp10","Bmpr2",NA,NA,NA,NA,"celltalkdb_16603567",NA,"Bmp10_Bmpr2"
"BMP10_ENG","BMP10_ENG","BMP10","Bmp10","Eng",NA,NA,NA,NA,"celltalkdb_21737454",NA,"Bmp10_Eng"
"BMP10_TGFBR1","BMP10_TGFBR1","BMP10","Bmp10","Tgfbr1",NA,NA,NA,NA,"celltalkdb_17068149",NA,"Bmp10_Tgfbr1"
"BMP15_ACVR1B","BMP15_ACVR1B","BMP15","Bmp15","Acvr1b",NA,NA,NA,NA,"celltalkdb_23382188",NA,"Bmp15_Acvr1b"
"BMP15_ACVR1C","BMP15_ACVR1C","BMP15","Bmp15","Acvr1c",NA,NA,NA,NA,"celltalkdb_18633140",NA,"Bmp15_Acvr1c"
"BMP15_BMPR1A","BMP15_BMPR1A","BMP15","Bmp15","Bmpr1a",NA,NA,NA,NA,"celltalkdb_15621726",NA,"Bmp15_Bmpr1a"
"BMP15_BMPR1B","BMP15_BMPR1B","BMP15","Bmp15","Bmpr1b",NA,NA,NA,NA,"celltalkdb_23382188,23782946",NA,"Bmp15_Bmpr1b"
"BMP15_BMPR2","BMP15_BMPR2","BMP15","Bmp15","Bmpr2",NA,NA,NA,NA,"celltalkdb_18633140,22294741",NA,"Bmp15_Bmpr2"
"BMP15_TGFBR1","BMP15_TGFBR1","BMP15","Bmp15","Tgfbr1",NA,NA,NA,NA,"celltalkdb_18633140,23382188",NA,"Bmp15_Tgfbr1"
"BMP2_ACVR1","BMP2_ACVR1","BMP2","Bmp2","Acvr1",NA,NA,NA,NA,"celltalkdb_17293449",NA,"Bmp2_Acvr1"
"BMP2_ACVR2A","BMP2_ACVR2A","BMP2","Bmp2","Acvr2a",NA,NA,NA,NA,"celltalkdb_24337809,18326817",NA,"Bmp2_Acvr2a"
"BMP2_ACVR2B","BMP2_ACVR2B","BMP2","Bmp2","Acvr2b",NA,NA,NA,NA,"celltalkdb_20385559",NA,"Bmp2_Acvr2b"
"BMP2_BMPR1A","BMP2_BMPR1A","BMP2","Bmp2","Bmpr1a",NA,NA,NA,NA,"celltalkdb_10712517,19211807",NA,"Bmp2_Bmpr1a"
"BMP2_BMPR1B","BMP2_BMPR1B","BMP2","Bmp2","Bmpr1b",NA,NA,NA,NA,"celltalkdb_10712517",NA,"Bmp2_Bmpr1b"
"BMP2_BMPR2","BMP2_BMPR2","BMP2","Bmp2","Bmpr2",NA,NA,NA,NA,"celltalkdb_10712517",NA,"Bmp2_Bmpr2"
"BMP2_HJV","BMP2_HJV","BMP2","Bmp2","Hjv",NA,NA,NA,NA,"celltalkdb_18997172",NA,"Bmp2_Hjv"
"BMP2_TGFBR3","BMP2_TGFBR3","BMP2","Bmp2","Tgfbr3",NA,NA,NA,NA,"celltalkdb_22237159",NA,"Bmp2_Tgfbr3"
"BMP3_ACVR2A","BMP3_ACVR2A","BMP3","Bmp3","Acvr2a",NA,NA,NA,NA,"celltalkdb_17924656",NA,"Bmp3_Acvr2a"
"BMP3_ACVR2B","BMP3_ACVR2B","BMP3","Bmp3","Acvr2b",NA,NA,NA,NA,"celltalkdb_17924656",NA,"Bmp3_Acvr2b"
"BMP4_ACVR2A","BMP4_ACVR2A","BMP4","Bmp4","Acvr2a",NA,NA,NA,NA,"celltalkdb_17472960",NA,"Bmp4_Acvr2a"
"BMP4_BMPR1A","BMP4_BMPR1A","BMP4","Bmp4","Bmpr1a",NA,NA,NA,NA,"celltalkdb_7750489",NA,"Bmp4_Bmpr1a"
"BMP4_BMPR1B","BMP4_BMPR1B","BMP4","Bmp4","Bmpr1b",NA,NA,NA,NA,"celltalkdb_7750489",NA,"Bmp4_Bmpr1b"
"BMP4_BMPR2","BMP4_BMPR2","BMP4","Bmp4","Bmpr2",NA,NA,NA,NA,"celltalkdb_17472960",NA,"Bmp4_Bmpr2"
"BMP4_HJV","BMP4_HJV","BMP4","Bmp4","Hjv",NA,NA,NA,NA,"celltalkdb_18997172",NA,"Bmp4_Hjv"
"BMP4_MUSK","BMP4_MUSK","BMP4","Bmp4","Musk",NA,NA,NA,NA,"celltalkdb_27601729",NA,"Bmp4_Musk"
"BMP5_BMPR1A","BMP5_BMPR1A","BMP5","Bmp5","Bmpr1a",NA,NA,NA,NA,"celltalkdb_15621726",NA,"Bmp5_Bmpr1a"
"BMP5_BMPR1B","BMP5_BMPR1B","BMP5","Bmp5","Bmpr1b",NA,NA,NA,NA,"celltalkdb_15621726",NA,"Bmp5_Bmpr1b"
"BMP5_BMPR2","BMP5_BMPR2","BMP5","Bmp5","Bmpr2",NA,NA,NA,NA,"celltalkdb_15621726",NA,"Bmp5_Bmpr2"
"BMP6_ACVR1","BMP6_ACVR1","BMP6","Bmp6","Acvr1",NA,NA,NA,NA,"celltalkdb_10504300,27713089",NA,"Bmp6_Acvr1"
"BMP6_ACVR2B","BMP6_ACVR2B","BMP6","Bmp6","Acvr2b",NA,NA,NA,NA,"celltalkdb_23433114",NA,"Bmp6_Acvr2b"
"BMP6_BMPR1A","BMP6_BMPR1A","BMP6","Bmp6","Bmpr1a",NA,NA,NA,NA,"celltalkdb_23433114",NA,"Bmp6_Bmpr1a"
"BMP6_BMPR1B","BMP6_BMPR1B","BMP6","Bmp6","Bmpr1b",NA,NA,NA,NA,"celltalkdb_23433114",NA,"Bmp6_Bmpr1b"
"BMP6_BMPR2","BMP6_BMPR2","BMP6","Bmp6","Bmpr2",NA,NA,NA,NA,"celltalkdb_23433114",NA,"Bmp6_Bmpr2"
"BMP6_HJV","BMP6_HJV","BMP6","Bmp6","Hjv",NA,NA,NA,NA,"celltalkdb_29021231",NA,"Bmp6_Hjv"
