"","interaction_name","pathway_name","ligand","receptor","agonist","antagonist","co_A_receptor","co_I_receptor","evidence","annotation","interaction_name_2"
"COL1A1_ITGA2_ITGB1","COL1A1_ITGA2_ITGB1","COLLAGEN","Col1a1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col1a1  - (Itga2+Itgb1)"
"COL1A2_ITGA2_ITGB1","COL1A2_ITGA2_ITGB1","COLLAGEN","Col1a2","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col1a2  - (Itga2+Itgb1)"
"COL2A1_ITGA2_ITGB1","COL2A1_ITGA2_ITGB1","COLLAGEN","Col2a1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col2a1  - (Itga2+Itgb1)"
"COL4A1_ITGA2_ITGB1","COL4A1_ITGA2_ITGB1","COLLAGEN","Col4a1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a1  - (Itga2+Itgb1)"
"COL4A2_ITGA2_ITGB1","COL4A2_ITGA2_ITGB1","COLLAGEN","Col4a2","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a2  - (Itga2+Itgb1)"
"COL4A3_ITGA2_ITGB1","COL4A3_ITGA2_ITGB1","COLLAGEN","Col4a3","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a3  - (Itga2+Itgb1)"
"COL4A4_ITGA2_ITGB1","COL4A4_ITGA2_ITGB1","COLLAGEN","Col4a4","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a4  - (Itga2+Itgb1)"
"COL4A5_ITGA2_ITGB1","COL4A5_ITGA2_ITGB1","COLLAGEN","Col4a5","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a5  - (Itga2+Itgb1)"
"COL4A6_ITGA2_ITGB1","COL4A6_ITGA2_ITGB1","COLLAGEN","Col4a6","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col4a6  - (Itga2+Itgb1)"
"COL6A1_ITGA2_ITGB1","COL6A1_ITGA2_ITGB1","COLLAGEN","Col6a1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col6a1  - (Itga2+Itgb1)"
"COL6A2_ITGA2_ITGB1","COL6A2_ITGA2_ITGB1","COLLAGEN","Col6a2","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col6a2  - (Itga2+Itgb1)"
"COL6A3_ITGA2_ITGB1","COL6A3_ITGA2_ITGB1","COLLAGEN","Col6a3","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col6a3  - (Itga2+Itgb1)"
"COL6A4_ITGA2_ITGB1","COL6A4_ITGA2_ITGB1","COLLAGEN","Col6a4","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col6a4  - (Itga2+Itgb1)"
"COL6A5_ITGA2_ITGB1","COL6A5_ITGA2_ITGB1","COLLAGEN","Col6a5","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col6a5  - (Itga2+Itgb1)"
"COL6A6_ITGA2_ITGB1","COL6A6_ITGA2_ITGB1","COLLAGEN","Col6a6","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col6a6  - (Itga2+Itgb1)"
"COL9A1_ITGA2_ITGB1","COL9A1_ITGA2_ITGB1","COLLAGEN","Col9a1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a1  - (Itga2+Itgb1)"
"COL9A2_ITGA2_ITGB1","COL9A2_ITGA2_ITGB1","COLLAGEN","Col9a2","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a2  - (Itga2+Itgb1)"
"COL9A3_ITGA2_ITGB1","COL9A3_ITGA2_ITGB1","COLLAGEN","Col9a3","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Col9a3  - (Itga2+Itgb1)"
"FN1_ITGA3_ITGB1","FN1_ITGA3_ITGB1","FN1","Fn1","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Fn1  - (Itga3+Itgb1)"
"FN1_ITGA4_ITGB1","FN1_ITGA4_ITGB1","FN1","Fn1","ITGA4_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Fn1  - (Itga4+Itgb1)"
"FN1_ITGA5_ITGB1","FN1_ITGA5_ITGB1","FN1","Fn1","ITGA5_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Fn1  - (Itga5+Itgb1)"
"FN1_ITGA8_ITGB1","FN1_ITGA8_ITGB1","FN1","Fn1","ITGA8_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Fn1  - (Itga8+Itgb1)"
"LAMA1_ITGA1_ITGB1","LAMA1_ITGA1_ITGB1","LAMININ","Lama1","ITGA1_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama1  - (Itga1+Itgb1)"
"LAMA2_ITGA1_ITGB1","LAMA2_ITGA1_ITGB1","LAMININ","Lama2","ITGA1_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama2  - (Itga1+Itgb1)"
"LAMA3_ITGA1_ITGB1","LAMA3_ITGA1_ITGB1","LAMININ","Lama3","ITGA1_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama3  - (Itga1+Itgb1)"
"LAMA4_ITGA1_ITGB1","LAMA4_ITGA1_ITGB1","LAMININ","Lama4","ITGA1_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama4  - (Itga1+Itgb1)"
"LAMA5_ITGA1_ITGB1","LAMA5_ITGA1_ITGB1","LAMININ","Lama5","ITGA1_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama5  - (Itga1+Itgb1)"
"LAMB1_ITGA1_ITGB1","LAMB1_ITGA1_ITGB1","LAMININ","Lamb1","ITGA1_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb1  - (Itga1+Itgb1)"
"LAMB2_ITGA1_ITGB1","LAMB2_ITGA1_ITGB1","LAMININ","Lamb2","ITGA1_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb2  - (Itga1+Itgb1)"
"LAMB3_ITGA1_ITGB1","LAMB3_ITGA1_ITGB1","LAMININ","Lamb3","ITGA1_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb3  - (Itga1+Itgb1)"
"LAMC1_ITGA1_ITGB1","LAMC1_ITGA1_ITGB1","LAMININ","Lamc1","ITGA1_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - (Itga1+Itgb1)"
"LAMC2_ITGA1_ITGB1","LAMC2_ITGA1_ITGB1","LAMININ","Lamc2","ITGA1_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc2  - (Itga1+Itgb1)"
"LAMC3_ITGA1_ITGB1","LAMC3_ITGA1_ITGB1","LAMININ","Lamc3","ITGA1_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - (Itga1+Itgb1)"
"LAMA1_ITGA2_ITGB1","LAMA1_ITGA2_ITGB1","LAMININ","Lama1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama1  - (Itga2+Itgb1)"
"LAMA2_ITGA2_ITGB1","LAMA2_ITGA2_ITGB1","LAMININ","Lama2","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama2  - (Itga2+Itgb1)"
"LAMA3_ITGA2_ITGB1","LAMA3_ITGA2_ITGB1","LAMININ","Lama3","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama3  - (Itga2+Itgb1)"
"LAMA4_ITGA2_ITGB1","LAMA4_ITGA2_ITGB1","LAMININ","Lama4","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama4  - (Itga2+Itgb1)"
"LAMA5_ITGA2_ITGB1","LAMA5_ITGA2_ITGB1","LAMININ","Lama5","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama5  - (Itga2+Itgb1)"
"LAMB1_ITGA2_ITGB1","LAMB1_ITGA2_ITGB1","LAMININ","Lamb1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb1  - (Itga2+Itgb1)"
"LAMB2_ITGA2_ITGB1","LAMB2_ITGA2_ITGB1","LAMININ","Lamb2","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb2  - (Itga2+Itgb1)"
"LAMB3_ITGA2_ITGB1","LAMB3_ITGA2_ITGB1","LAMININ","Lamb3","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamb3  - (Itga2+Itgb1)"
"LAMC1_ITGA2_ITGB1","LAMC1_ITGA2_ITGB1","LAMININ","Lamc1","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc1  - (Itga2+Itgb1)"
"LAMC2_ITGA2_ITGB1","LAMC2_ITGA2_ITGB1","LAMININ","Lamc2","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc2  - (Itga2+Itgb1)"
"LAMC3_ITGA2_ITGB1","LAMC3_ITGA2_ITGB1","LAMININ","Lamc3","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lamc3  - (Itga2+Itgb1)"
"CHAD_ITGA2_ITGB1","CHAD_ITGA2_ITGB1","CHAD","Chad","ITGA2_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Chad  - (Itga2+Itgb1)"
"LAMA1_ITGA3_ITGB1","LAMA1_ITGA3_ITGB1","LAMININ","Lama1","ITGA3_ITGB1","","","","","KEGG: mmu04512","ECM-Receptor","Lama1  - (Itga3+Itgb1)"
